title,company,job_category,job_area,salary_min,salary_max
Recreation Supervisor,Dhaka Expatriate Services,Others,Dhaka,,
"Officer, Logistics",Butterfly Marketing Limited,Commercial/Logistics,"Motijheel, Dhaka",,
Jr. Officer - MCD - Shipment (Zaber & Zubair Fabrics Ltd - Home Textile),Noman Group,Marketing/Sales,"Tongi, Gazipur",,
Sr. Executive/ Assistant Manager (Properties Acquisition),CRANE Properties Ltd,Admin/General Management,Dhaka,,
Asst. Manager - Store,ASIA COMPOSITE MILLS LTD.,Supply Chain/Procurement/Purchase,Gazipur,,
Senior Manager - HR & Administration,International Trimmings & Labels Bangladesh Private Limited,HR/Human Resource,"Uttara West, Dhaka",,
Jr. Executive/ Executive (Magazine Distribution),Akhtar Group,Admin/General Management,Dhaka,,
Pattern Maker,Sterling Styles Limited,Garments/Textile,"Ashulia, Dhaka",,
সেলস এক্সকিউটিভ,LifeStyle,Marketing/Sales,ঢাকা,,
Senior Executive - Supply Chain Management,Anwar Landmark Limited,Supply Chain/Procurement/Purchase,"Motijheel, Dhaka",,
"Manager, Accounts & Finance",Metro Express,Accounts/Finance,"Mohammadpur, Dhaka",,
"Senior Executive, Procurement",SSL WIRELESS,Supply Chain/Procurement/Purchase,Dhaka,,
Partner Support Agent,Daraz,Marketing/Sales,"Banani, Dhaka",14000.00,15000.00
Software Engineer (Full Stack Java Development),Asia Group,IT/Software,Dhaka,30000.00,40000.00
"ডেলিভারিম্যান / ফ্রিলেন্সার সাইকেল রাইডার (জরুরী ভিত্তিতে), নারায়ণগঞ্জ সিটি",Ajkerdeal.com Ltd,Marketing/Sales,"নারায়ণগঞ্জ সদর, নারায়ণগঞ্জ",30.00,100.00
"Manager, Human Resources",Ispahani Islamia Eye Institute & Hospital,HR/Human Resource,Dhaka,,
Store Keeper/ Supervisor-Warehouse,Akij Resources Ltd.,Supply Chain/Procurement/Purchase,"Munshiganj, Naogaon, Narayanganj, Rajshahi",,
Physical Education cum Games Teacher,HEED Bangladesh,Education/Training,Dhaka,,
"Executive ,Accounts",Farzana Shakil's Makeover Salon Ltd.,Accounts/Finance,Dhaka,,
"POD (Proof of Delivery) Specialist, Cargo Operations",ShopUp,Delivery/Distribution,Dhaka,,
Assistant Manager (Sales),EDUAID,Admin/General Management,Dhaka,,
Washing Technitian,G-III Apparel Group,Garments/Textile,Anywhere in Bangladesh,,
Senior Relationship Officer (SME),Shakti Foundation For Disadvantaged Women,Customer Support/Call Center,Anywhere in Bangladesh,28950.00,33950.00
"Executive, Front Desk",Bddl Developments Ltd.,Security/Support Service,Dhaka,,
"Jr. Accounts Officer, Garments, Dhaka-Mirpur",Rising Group,Accounts/Finance,"Mirpur, Dhaka",,
Sr. Manager (Quality),Incredible Fashions Limited,Compliance,Gazipur,,
Head of Property Purchase,Ratul Properties Ltd,Supply Chain/Procurement/Purchase,"Gulshan, Dhaka",,
Shift Engineer (Electrical),Adex Group of Companies,Engineer,Manikganj,20000.00,30000.00
Sr. Executive/ Asst. Manager,SARBS Communications Ltd,Admin/General Management,"Gulshan, Dhaka",,
Software Engineer,Datasoft Systems Bangladesh Limited,IT/Software,Dhaka,60000.00,80000.00
"Field Facilitator (Center Officer), Community Based Protection, HCMP",BRAC,Project Management,"Teknaf, Ukhia, Cox's Bazar",,
Intern - Data Analyst,FifoTech,IT/Software,"Sylhet, Bangladesh",,
Cargo Officer,International Airlines Group,Admin/General Management,Dhaka,,
Library Officer,State University of Bangladesh (SUB),Education/Training,Dhaka,,
Officer/ Sr. Officer (Store),Searock Apparels Ltd,Supply Chain/Procurement/Purchase,Gazipur,,
Backend Developer(Blockchain),KONA Software Lab Ltd,IT/Software,Dhaka,,
"Assistant Officer- Graphics Designer, Blue Pill Limited",Akij Resources Ltd.,Design/Creative,Dhaka,,
Full Stack Developer- .NET,Intellier Ltd.,IT/Software,"Uttara, Dhaka",,
Finance Officer,Uttaran,Accounts/Finance,Bagerhat,,
Video Presenter,Ryans Computers Ltd.,Design/Creative,Anywhere in Bangladesh,,
Digital Marketing Specialist,EASCA Solutions Limited,Marketing/Sales,Dhaka,,
Relationship Associates,Sentry Security Services Ltd,Customer Support/Call Center,Anywhere in Bangladesh,,
Brand executive,ORKO,Marketing/Sales,Chattogram,,
Sub-Asst. Engineer (Production),Anwar Group of Industries,Production/Operation,"Gazaria, Munshiganj",,
Steward,American Embassy Employees Association,Marketing/Sales,"Gulshan, Dhaka",,
Welfare Officer,Reza Group,Consultancy,"Savar, Dhaka",,
Medical Officer (Female),Ananta Group,Medical/Healthcare Professional,Gazipur,,
"Sr. Service Engineer, Service(2 Wheeler)",TVS AUTO BANGLADESH LTD.,Engineer,Anywhere in Bangladesh,,
Officer/ Sr. Officer - Brand,T.K. Group,Marketing/Sales,"Dhaka, Dhaka, Bangladesh",,
National Programme Officer (Health Coordination),International Organization for Migration,Project Management,Cox's Bazar,,
Call Center Associate,Impel Service and Solutions Limited,Customer Support/Call Center,Dhaka,8000.00,11000.00
C/C++ Embedded System Engineer,Dynamic Solution Innovators,Engineer,Dhaka,,
Relationship Manager - Corporate Business,IPDC Finance Limited,Customer Support/Call Center,"Chattogram, Dhaka",,
সহকারী শিক্ষক,Orchid International School,Marketing/Sales,"সাভার, ঢাকা",12500.00,15000.00
Executive / Sr. Executive (Digital marketing),Kholabazaar International Ltd.,Marketing/Sales,Dhaka,,
Senior Student Counsellor for Overseas Education,Professionals Consultancy Services,Marketing/Sales,"Banani, Dhaka",15000.00,20000.00
Technician (Mechanical),Tongwei Feed Mill Bangladesh Ltd.,Others,Anywhere in Bangladesh,,
Deputy General Manager (Finance),Innovative Holdings Ltd.,Admin/General Management,Dhaka,,
HR Executive - Payroll,M&N Fashion,HR/Human Resource,Gazipur,,
Executive (Telemarketing),Bhumi Properties Ltd.,Marketing/Sales,Dhaka,,
Officer/ Sr. Officer - Business Development,Amber IT Ltd,Marketing/Sales,Dhaka,,
"Project Manager (Site Improvement), Shelter, HCMP",BRAC,Engineer,"Cox's Bazar Sadar, Cox's Bazar",,
Lawyer (High Court),The Legal Care,Law/Legal,Dhaka,,
Assistant Manager IT,Peoples Credit Co-Operative Ltd.,Admin/General Management,Dhaka,,
Executive - Marketing & Sales (Software),iplus data dhaka,Marketing/Sales,Dhaka,,
React Native Developer,Energy Group of Company PVT,IT/Software,Anywhere in Bangladesh,,
Assistant Vice President (Underwriting),Paramount Insurance Ltd,Marketing/Sales,"Gulshan, Dhaka",,
Head of Fire & Safety,Chaity Group,Security/Support Service,"Sonargaon, Narayanganj",,
Junior Fashion Designer,Tusuka Group,Garments/Textile,"Banani, Dhaka",,
Manager - QC,NASSA GROUP,Compliance,"Cumilla, Dhaka",,
মহিলা ডেলিভারী রাইডার (স্কুটি/ মোপেড)- ঢাকা সিটি,Gononet Online Solutions Ltd,Marketing/Sales,ঢাকা,,
Marketing Engineer - Bangladesh Geographical Area,Clarke Energy Bangladesh Limited,Marketing/Sales,"Gulshan, Dhaka",,
"Manager, Administration (Habigonj Project)",Akij Venture Ltd.,Project Management,Habiganj,,
"Professor, Electrical and Electronic Engineering (EEE)",National Institute of Textile Engineering and Research - NITER,Education/Training,"Savar, Dhaka",,
HR & Admin Officer/ Assistant,Dhaka Ahsania Mission,HR/Human Resource,Dhaka,,
Officer- Sales,Life Tech,Marketing/Sales,Anywhere in Bangladesh,,
Office Executive - Night Shift,Future Cloud Bangladesh Ltd.,Admin/General Management,Anywhere in Bangladesh,13000.00,16000.00
Officer- Purchase,Ragadi Textile Ltd.,Supply Chain/Procurement/Purchase,"Gazipur Sadar, Gazipur",,
Sr. Officer - Quality Assurance,Sun Pharmaceutical Limited,Compliance,Anywhere in Bangladesh,,
Tele Marketing Officer (Female),Electrower Engineering Corporation,Marketing/Sales,Dhaka,,
Proofreader (English),Bd Thai Cosmo Ltd.,Education/Training,"Mirpur, Dhaka",,
Asst. Manager - IE,Ananta Group,Engineer,"Gazipur, Narayanganj",,
সহকারী শিক্ষক,গণিত শিক্ষালয়,Marketing/Sales,"মিরপুর, ঢাকা",,
Interior Architect,US-Bangla Group,Architect,Dhaka,,
Associate Professor,UNIVERSAL COLLEGE BANGLADESH,Education/Training,Dhaka,,
"Assistant Manager, Corporate Sales",ACI Limited,Marketing/Sales,Dhaka,,
Marketing Co-ordinator,CIRCLE,Marketing/Sales,Dhaka,,
Senior Software Engineer (Android),Datasoft Systems Bangladesh Limited,IT/Software,Dhaka,,
Material Engineer,MIR AKHTER HOSSAIN LTD.,Compliance,Chattogram,,
"Executive, Technical Service",Bureau Veritas Consumer Products Services (Bangladesh) Ltd.,Customer Support/Call Center,"Savar, Dhaka",,
ডেলিভারিম্যান (বাইক রাইডার),US-Bangla Group,Marketing/Sales,"Dhaka, Dhaka, Bangladesh",,
GBVIMS Senior Officer,Relief International,IT/Software,"Cox's Bazar Sadar, Cox's Bazar",,
Lead Automobile Service Engineer,Zantrik-যান্ত্রিক,Engineer,Dhaka,80000.00,120000.00
Physics Teacher (STD XI - XII),Yale International School,Education/Training,Dhaka,,
Manager (Accounts & Admin),TM Assets Limited,Accounts/Finance,Dhaka,,
Executive/ Sr. Executive - Accounts & Finance,Moniluck Group,Accounts/Finance,"Dhaka, Jhalakathi",,
Asst. Sales Manager,Puma Technology Ltd,Marketing/Sales,Anywhere in Bangladesh,,
AGM - Civil Construction (Factory),Meghna Group of Industries,Engineer,Narayanganj,,
Sales Officer,Oriental Ecowoods Limited,Marketing/Sales,Anywhere in Bangladesh,,
নার্স - মহিলা,মেরী স্টোপস,Marketing/Sales,ঢাকা,,
Software Engineer,Acquaint Technologies Ltd,IT/Software,Dhaka,20000.00,40000.00
Assistant Manager (Marketing & Sales),Maak View ,Marketing/Sales,Dhaka,,
Senior Executive/Assistant Manager (In Charge GSE) Ground Service Equipement,US-Bangla Airlines,Marketing/Sales,"Shahjalal Airport, Dhaka",,
SRH Officer,RTM International Ltd,Marketing/Sales,"Ukhia, Cox's Bazar",,
Logistics Officer,Walton,Commercial/Logistics,Dhaka,,
"Senior Executive-Commercial, Export (Garment Accessories)",International Trimmings & Labels Bangladesh Private Limited,Commercial/Logistics,"Uttara West, Dhaka",,
IT Executive (E-commerce),Isharify Ltd,Marketing/Sales,"Mirpur, Dhaka",,
"Manager, Safeguarding and PSEA (Contractual); Humanitarian Crisis Management Programme",BRAC,Project Management,Cox's Bazar,,
ARM/ RM - Corporate & Retail Liability,IPDC Finance Limited,Marketing/Sales,Dhaka,,
Front-End (React.Js Developer),Adcomm Limited,IT/Software,"Banani, Dhaka",30000.00,40000.00
Computer Operator,Globex Marketing Company Ltd.,IT/Software,Dhaka,,
Holiday Package Marketing Manager,NASSA GROUP,Marketing/Sales,Dhaka,,
Sr. Executive/Asst. Manager - Accounts for DBL Industrial Park Ltd.(a sister concern of DBL Group),DBL GROUP,Marketing/Sales,Sylhet,,
Law Officer,RANS Real Estate Ltd.,Law/Legal,Anywhere in Bangladesh,,
Communications and Reporting Officer (American Red Cross),International Federation of Red Cross and Red Crescent Societies,Media/Advertisement/Event Management,Cox's Bazar,,
Asst. Store Officer / Store Officer (Rice Factory),ACI Limited,Supply Chain/Procurement/Purchase,Naogaon,,
"Manager, MEAL (Monitoring, Evaluation, Agriculture Insurance Project, Microfinance Programme (Contra",BRAC,Project Management,Dhaka,,
Executive - Land Legal,Palmal Group of Industries,Law/Legal,Dhaka,28000.00,30000.00
Web Developer,Universal Immigration & Education Consultancy Ltd (UIEC),IT/Software,Dhaka,15000.00,20000.00
Credit Officer (SO-FAVP),Mutual Trust Bank Ltd.,Accounts/Finance,Anywhere in Bangladesh,,
Head of Sales - Sales & Marketing,Modhumoty,Marketing/Sales,"Gulshan, Dhaka",,
"Manager, IT",Cityscape International Ltd,Admin/General Management,Dhaka,,
Civil Engineer (Tender),Bridgex Engineering and Construction Ltd.,Engineer,Anywhere in Bangladesh,,
"Officer/Sr. Officer, QA",Healthcare Chemicals Limited,Compliance,"Gazaria, Munshiganj",,
Project Assistant WASH,Water and Sanitation for the Urban Poor (WSUP),Project Management,Chattogram,,
DQA (Knit Garments),Palmal Group of Industries,Garments/Textile,Narayanganj,22000.00,27000.00
General Manager (Sales & Marketing and Showroom),Minister Hi-Tech Park Ltd.,Marketing/Sales,Anywhere in Bangladesh,,
Manager-Accounts & Finance,Horizon Plastic,Accounts/Finance,Dhaka,,
Chef or Cook,Bangladesh Foundry & Engineering Works Ltd.,Security/Support Service,Anywhere in Bangladesh,,
Sr. Manager / Asst. General Manager- Commercial,Quality Feeds Limited,Admin/General Management,"Uttara, Dhaka",55000.00,95000.00
Android Developer (FULL TIME),Medina Tech,IT/Software,Dhaka,,
Sales Representative,HMBR Tools & Chemichals Ltd.,Marketing/Sales,"Gazipur, Dhaka, Bangladesh",,
Officer - Process,Bengal Group Limited,Marketing/Sales,"Gazipur, Dhaka, Bangladesh",,
Officer  & Asst. To Operation Head.,Mazen (BD) Industries Ltd.,Top Management,Nilphamari,,
"English Content Specialist, Communications Department",BRAC,Others,Dhaka,,
Front Desk Executive,STS Group,Security/Support Service,Dhaka,,
ফিল্ড অ্যাকটিভেশন অফিসার (এডোলেসেন্ট ক্যাম্পেইন),সীমান্তিক,Marketing/Sales,"ব্রাহ্মণবাড়িয়া, মৌলভীবাজার, সুনামগঞ্জ, সিলেট, হবিগঞ্জ",,
Assistant Manager/Deputy Manager-Internal Audit,Fakir Fashion,Accounts/Finance,Narayanganj,,
Chemical Engineer,Star Porcelain BD,Engineer,Habiganj,,
Site Engineer (Mechanical) - EPC,Confidence Group,Engineer,Anywhere in Bangladesh,,
Visa Consultant,Sunshine Express Travel INC,Consultancy,Dhaka,,
Export Manager (Team Leader),Walton Hi-Tech Industries Ltd.,Marketing/Sales,Dhaka,,
Application Support Engineer,NewsCred ,Security/Support Service,Dhaka,,
Officer - Accounts (Branch Office),Suguna Food and Feeds Bangladesh Pvt. Ltd.,Accounts/Finance,Anywhere in Bangladesh,,
Cost Controller,The Peninsula Chittagong Limited,Accounts/Finance,"Chattogram Sadar, Chattogram",,
Sr. Executive/ Assistant Manager - Supply Chain Management (EME),Shanta Holdings Ltd.,Supply Chain/Procurement/Purchase,Anywhere in Bangladesh,,
Senior iOS Application Developer,Silicon Orchard Ltd,IT/Software,Dhaka,,
Sous Chef - Asian and Continental,The Peninsula Chittagong Limited,Restaurant/Kitchen/Food,"Chattogram Sadar, Chattogram",,
Jr. Marketing Executive,STEMON,Marketing/Sales,Dhaka,,
Air Ticketing Executive,Global Star Ltd,Admin/General Management,"Tejgaon, Dhaka, Dhaka",15000.00,25000.00
"Officer, Training",Radiant Pharmaceuticals Limited,Project Management,"Dhaka, Sylhet",,
Senior Engineer,Expo Group,Engineer,"Teknaf, Cox's Bazar",,
ডেলিভারিম্যান (বাইক রাইডার) || Shoplover.com,US-Bangla Group,Marketing/Sales,ঢাকা,13000.00,15000.00
Graphic Designer,Energy+ Electric & Electronics Pvt. Ltd.,Design/Creative,Anywhere in Bangladesh,,
Manager - Information Technology (IT),Aalok Healthcare & Hospital Ltd.,IT/Software,Dhaka,,
সেলস ম্যান,Kashban Business Point,Marketing/Sales,"খিলক্ষেত, খিলগাঁও, তেজগাঁও, ধানমন্ডি, বাড্ডা, মিরপুর, রমনা, খুলনা, চট্টগ্রাম, ঢাকা, বরিশাল, ময়মনসিংহ, রংপুর, রাজশাহী, সিলেট, ঢাকা",,
Computer Operator,Hi-Care Group,IT/Software,Dhaka,,
System Engineer,Link3 Technologies Limited,Engineer,Anywhere in Bangladesh,,
Operation Manager,UNIVERSAL GAS AND GAS CYLINDER LTD,Admin/General Management,"Sitakunda, Cumilla, Chattogram",,
Manager E-commerce (NopCommerce),PRAN-RFL Group,Marketing/Sales,Dhaka,,
Oracle Developer,UGI Ltd,IT/Software,Anywhere in Bangladesh,,
Outlet Manager,PRAN Group,Marketing/Sales,"Chattogram, Cumilla, Dhaka",,
Marketing Executive,Paragon Income Tax Consultancy Limited,Marketing/Sales,Dhaka,,
Executive Accounts,Bashundhara Eye Hospital and Research Institute,Accounts/Finance,Dhaka,,
Service Executive - Supply Chain Finance,IPDC Finance Limited,Accounts/Finance,"Chattogram, Dhaka",,
"Manager - VAT & TAX, Roxy Paints Limited",DEKKO ISHO Group,Law/Legal,"Dhanmondi, Dhaka",,
Officer - Mental Health and Psychosocial Support Services (MHPSS) (Moheshkhali Upazila),ActionAid Bangladesh,Medical/Healthcare Professional,"Maheshkhali, Cox's Bazar",,
শাখা ব্যবস্থাপক (মাইক্রো-ফাইন্যান্স),Bangladesh Aquaculture Research Center (BARC),Marketing/Sales,"ফরিদপুর, মানিকগঞ্জ, রাজবাড়ী",19000.00,22000.00
Sub zone In-charge( Officer Grade-ii),Securex Pvt. Ltd.,Supply Chain/Procurement/Purchase,"Savar, Dhaka, Gazipur, Dhaka",5000.00,10000.00
Home Loan Sales Executive (TPS of The City Bank Ltd.),Adcomm Limited,Marketing/Sales,"Dhaka, Gazipur, Narayanganj",18000.00,20000.00
"Lecturer (EEE), Department of EEE",Uttara University,Education/Training,"Uttara East, Dhaka",,
Project Engineer / Site Engineer (Civil),Kunjo Developers Limited,Engineer,Dhaka,,
Computer Operator,Ocean (BD) Group,IT/Software,Chattogram,,
Sales Officer (Female),Walton,Marketing/Sales,Anywhere in Bangladesh,,
Executive / Senior Executive (Corporate Sales & Marketing),MEP Group,Marketing/Sales,Anywhere in Bangladesh,,
Executive - IE & Coordinator of Group COO,DEKKO ISHO Group,Engineer,"Mirpur, Dhaka",,
Data Entry - Products Listing,Mainul Extension,Data Entry/Operator/BPO,Anywhere in Bangladesh,6.00,15000.00
Manager (HR & Compliance),AZIM GROUP,HR/Human Resource,Chattogram,,
"Executive/ Sr. Executive - Sales  (RMC Factory – Gazipur, Konabari/ Patira Bazar, Purbachal)",Borak Real Estate,Supply Chain/Procurement/Purchase,Gazipur,,
Purchase Officer,Raju Auto Rice Mill,Supply Chain/Procurement/Purchase,Chapainawabganj,,
Executive/Sr Executive,BRACNet Limited,Admin/General Management,Kushtia,,
Sales Audit Officer - Hygiene Products,ACI Limited,Accounts/Finance,Anywhere in Bangladesh,,
"Manager, IT (Network & Hardware)",Next IT Limited,IT/Software,Anywhere in Bangladesh,70000.00,100000.00
"Sr. Executive, Marketing & Sales (PET bottles & Packaging for the pharmaceutical industry)",Abrar Plastic Industries,Marketing/Sales,"Uttara, Dhaka",,
"Program Organizer, PEP",Jagorani Chakra Foundation,Project Management,Cox's Bazar,,
Assistant Manager - HR & Admin,Powervision Group,HR/Human Resource,"Gulshan, Dhaka",35000.00,50000.00
Architect,Oriental Group,Architect,"Dhanmondi, Dhaka",,
Jr. Officer - Audit (Zaber & Zubair Fabrics Ltd - Home Textile),Noman Group,Accounts/Finance,"Tongi, Gazipur",,
Livelihoods and Market System Advisor under anticipated Multisector Integrated District Development,CARE Bangladesh,Consultancy,Cox's Bazar,,
Head of Import Operations,Expo Group,Project Management,"Tejgaon Industrial Area, Dhaka",,
Sr. Manager/Manager-Sales & Marketing,Sajeeb Group,Marketing/Sales,Dhaka,,
Accounting and Finance Manager,SEOPAGE1,Accounts/Finance,Dhaka,,
"Officer, Compliance",Noman Group,Compliance,"Tongi, Gazipur",25000.00,30000.00
Assistant Officer (Trust),Akij Group,IT/Software,Anywhere in Bangladesh,,
"Officer MIS and Financial Monitoring, Social Empowerment and Legal Proetection Programme",BRAC,Admin/General Management,Cox's Bazar,,
MIS Officer/Executive of Hamko Industries Limited,HAMKO Group,Marketing/Sales,Khulna,,
SEO & Digital Marketing Specialist,Isharify Ltd,Marketing/Sales,"Mirpur, Dhaka",,
"Database Engineer (Grade: Assistant Manager, Software)",Link3 Technologies Limited,IT/Software,Anywhere in Bangladesh,,
Computer Data Entry Operator/ Dropship,Economic Consortium Ltd,Data Entry/Operator/BPO,"Uttara, Dhaka",3.00,8000.00
"Junior Officer, Accounts & Audits",National Institute of Textile Engineering and Research - NITER,Accounts/Finance,"Savar, Dhaka",12500.00,30230.00
Assistant Producer (Digital Content),N Media,Others,Dhaka,15000.00,20000.00
"Delivery Man (Cantonment,Banani,Mohammadpur)",পদ্মা কুরিয়ার সার্ভিস,Delivery/Distribution,"বনানী, মোহাম্মদপুর, সেনানিবাস, ঢাকা",2000.00,8000.00
Asstt. Manager (Production),Next Food and Beverage Ind. Ltd,Production/Operation,Laksmipur,,
"Content Operations Specialist, Toffee",Banglalink,Others,Anywhere in Bangladesh,,
Assistant Technical Officer-Livelihood (PPEPP),HEED Bangladesh,Admin/General Management,"Bagerhat, Khulna",700.00,23000.00
"Manager, Sales",Asset Group,Marketing/Sales,Anywhere in Bangladesh,,
Trainee Software Support Engineer,Spectrum Lanka Technology Solutions Limited,IT/Software,Anywhere in Bangladesh,,
Full Stack Software developer,Walton,IT/Software,Anywhere in Bangladesh,,
Sales Executive (Jessore),bdjobs.com Limited,Marketing/Sales,Jashore,,
"Head of Finance, BRAC Myanmar",BRAC,Accounts/Finance,Myanmar,,
Asst. Manager (Plumbing),Tropical Homes Ltd.,Admin/General Management,Dhaka,,
Mechatronics Technician,Croydon Kowloon Designs Limited,Others,"Savar, Dhaka",,
Inclusion Coordinator under anticipated Multisector Integrated District Development (MIDD) Activity,CARE Bangladesh,Consultancy,Cox's Bazar,,
Veterinary Officer,Matrix Sweaters Ltd.,Medical/Healthcare Professional,"Bhaluka, Gazipur, Rangpur, Tangail, Mymensingh",,
Receptionist,UTTARA PROBORTAN CITY,Security/Support Service,Anywhere in Bangladesh,,
Sub-Assistant Engineer (Electrical/ Electronics/ Power),Walton,Engineer,"Kaliakair, Gazipur",,
Laravel Developer,DONGYI SOURCING LIMITED,IT/Software,"Uttara, Dhaka",,
Sr. Executive/ Executive - Finance and Accounts (Revenue Assurance),Fiber @ Home Ltd,Accounts/Finance,Anywhere in Bangladesh,,
Sales & DIgital Marketing Excutive,Aroz Technology BD,Marketing/Sales,"New Market, Dhaka",,
Assistant Manager - HR & Admin,Veritas Pharmaceuticals Ltd.,HR/Human Resource,Dhaka,,
"Executive, Finance & Accounts",Akij Food & Beverage Ltd.,Accounts/Finance,"Dhamrai, Dhaka",,
Android Application Developer,Shakti Foundation For Disadvantaged Women,IT/Software,Dhaka,,
"Manager/Sr.Manager, Electrical & Automation (Anwar Ispat Limited)",Anwar Group of Industries,Marketing/Sales,"Gazipur Sadar, Gazipur, Gazipur",,
Executive - Internal Audit (Block Manufacturing Plant),Concord Group,Accounts/Finance,Munshiganj,25000.00,30000.00
Android Application Developer,Walton Hi-Tech Industries Ltd.,IT/Software,Dhaka,,
IE & Planning Manager,VIRGO,Engineer,Gazipur,,
"District Manager - Sales and Marketing, Showroom",Minister Hi-Tech Park Ltd.,Marketing/Sales,Anywhere in Bangladesh,,
Pharmacist,SONEAR Laboratories Ltd.,Pharmaceuticals,"Motijheel, Dhaka",,
"Quality Inspector, Line Quality, Sewing Line Supervisor, Office Assistant",Raihan Knit Fashion LTD.,Compliance,Anywhere in Bangladesh,,
উপ সচিব,Association of Travel Agent of Bangladesh (ATAB) - এসোসিয়েশন অব ট্রাভেল এজেন্টস অব বাংলাদেশ (আটাব),Marketing/Sales,ঢাকা,,
Automobile Showroom & Service Center In-charge,SAM Group of Industries,Engineer,Dhaka,,
Merchandiser,Liberty Knitwear Ltd.,Garments/Textile,"Kaliakair, Gazipur",,
Ruby Developer(Job Opportunity at Colgis BD),Colgis BD,Marketing/Sales,Anywhere in Bangladesh,40000.00,75000.00
Sr. Executive/ Executive (Sales),KONCEPT Furniture Limited.,Marketing/Sales,Anywhere in Bangladesh,,
Officer (Injection & Extrusion Molding),Walton Hi-Tech Industries Ltd.,Engineer,"Kaliakair, Gazipur",,
VISA & HOLIDAY Executive,Travelo,Marketing/Sales,Dhaka,,
Senior Officer/ Officer - Procurement,Swisscontact,Supply Chain/Procurement/Purchase,Dhaka,,
"Manager (Accounts, VAT & TAX)",InnStar Ltd,Accounts/Finance,Dhaka,,
"Manager, Administration",Digicon Technologies Limited,Admin/General Management,"Mirpur, Dhaka",,
Deputy Manager/Manager-Digital Marketing,DMFR Molecular Lab & Diagnostics,Marketing/Sales,"Dhanmondi, Dhaka",,
Assistant Manager (Quality),Polycon Limited,Compliance,Gazipur,,
Manager - Production,Sun Pharmaceutical Limited,Production/Operation,Gazipur,,
Teaching Assistant (Alim/ Fajil./ B.A Islamic Studies/ Nurani (Trained)/ Kamil)-Smart Academy,Smart Technologies (BD) Ltd.,Marketing/Sales,"Ramganj, Laksmipur",,
Front Desk  Executive,BRB Homes Limited,Security/Support Service,Anywhere in Bangladesh,,
"Manager, Technology & Solutions (SQ Celsius Limited)",SQ Group,Admin/General Management,Dhaka,,
Sales Representative,Gontobbo Courier Service Limited,Marketing/Sales,Dhaka,,
Engineer - LRF Operation,GPH Ispat,Engineer,"Sitakunda, Chattogram",,
Security Manager,Zaber and Zubair Fabrics Ltd,Security/Support Service,"Gulshan, Dhaka",,
Senior Executive,Details Technologies,IT/Software,Dhaka,,
Sr. Executive/Executive (Sales),Bddl Developments Ltd.,Marketing/Sales,Dhaka,,
GM - Electrical & Maintenance,Al-Muslim Group,Engineer,"Savar, Dhaka",,
Grants Coordinator,Action Contre la Faim (ACF),Admin/General Management,Dhaka,,
Manager / Assistant Manager - Human Resources and Admin,EkkBaz,HR/Human Resource,Dhaka,25000.00,40000.00
Executive - Procurement (Factory),Meena Sweets and Confectioneries Ltd.,Admin/General Management,Dhaka,,
"AGM - Admin,HR & Compliance (Ashulia Factory)",Knit Horizon Limited,Admin/General Management,"Ashulia, Dhaka",,
IELTS Instructor,Bangladesh SME Corporation Ltd.,Education/Training,"Banani, Dhaka, Dhaka",,
Welfare Officer,Sterling Creations Ltd.,Consultancy,"Ashulia, Dhaka",,
"HR Assistant, HRD, HCMP",BRAC,HR/Human Resource,"Cox's Bazar Sadar, Cox's Bazar",,
Assistant Officer - Quality section,Youngone,Compliance,Dhaka,,
College Secretary (Head of Medical College Administration),Labaid,Admin/General Management,"Dhanmondi, Dhaka",,
Sales & Support Engineer,Global Automation Limited,Customer Support/Call Center,Dhaka,,
Executive - Cash,Ahmed Amin Group,Admin/General Management,Dhaka,,
Executive - Commercial (Export),Evince Group,Commercial/Logistics,Anywhere in Bangladesh,,
Receptionist,SPLASH WORKS WATER PARK LTD.,Security/Support Service,"Gazaria, Munshiganj",,
TAX Specialist,Infinigent Consulting Ltd,Marketing/Sales,"Gulshan, Dhaka",,
NOC Assistant,Alternate Access,Admin/General Management,"Uttara, Dhaka",,
Engineer (Calibration),Dysin Group,Engineer,Dhaka,,
"Executive, Digital Marketing",AANT Cosmetics LTD.,Marketing/Sales,"Demra, Dhaka",,
Assistant Director,AD-din Foundation,Top Management,Dhaka,,
Jr. Executive (Supply Chain Management),Akhtar Group,Supply Chain/Procurement/Purchase,Dhaka,,
"Officer, QC",Healthcare Chemicals Limited,Compliance,"Gazaria, Munshiganj",,
Scribe,Augmedix Bangladesh,Marketing/Sales,Dhaka,,
Junior Executive (Academic Materials Development),Udvash-Unmesh Education Family,IT/Software,Dhaka,,
Medical Officer,NASSA GROUP,Medical/Healthcare Professional,Dhaka,,
Software Technical Lead (.Net),Enosis Solutions,IT/Software,"Gulshan, Dhaka",135000.00,190000.00
AVP - Assistant Vice Principal (Procurement),Millennium Associates,Education/Training,"Gulshan, Dhaka",,
Senior Executive - Real Estate Sales & Marketing,Concord Group,Marketing/Sales,Dhaka,25000.00,30000.00
Call Center Executive - International (Night shift),SuperTel Limited,Customer Support/Call Center,"Uttara, Dhaka, Dhaka",,
"Assistant Professor (Civil), Department of Civil Engineering",Uttara University,Education/Training,"Uttara West, Dhaka",,
Project Coordinator,Manab Kallyan Parished,Project Management,Dinajpur,42000.00,45000.00
